run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues,vectime,vecvalue
PureAlohaExperiment-3-20170627-20:42:20-22739,scalar,Aloha.server,collisionLength:max,,,0.593947432433,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,scalar,Aloha.server,collidedFrames:last,,,15342,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,scalar,Aloha.server,channelUtilization:last,,,0.19325337525529,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,scalar,Aloha.server,receivedFrames:last,,,10522,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-3-20170627-20:42:20-22739,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,collisionLength:mean,,,0.16284091356673,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,collisionLength:sum,,,537.53785568376,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,collisionLength:max,,,0.446970737448,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,collidedFrames:last,,,7696,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,channelUtilization:last,,,0.1765065899558,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,scalar,Aloha.server,receivedFrames:last,,,9611,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-4-20170627-20:42:20-22739,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:mean,,,0.16056234643382,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:sum,,,544.94860379639,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:max,,,0.51550236996,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,collidedFrames:last,,,7816,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,channelUtilization:last,,,0.17613553133231,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,scalar,Aloha.server,receivedFrames:last,,,9591,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-5-20170627-20:42:16-22740,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:mean,,,0.15875030692435,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:sum,,,334.64564699653,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,collisionLength:max,,,0.404513064185,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,collidedFrames:last,,,4728,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,channelUtilization:last,,,0.15247087847489,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,scalar,Aloha.server,receivedFrames:last,,,8302,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-6-20170627-20:42:16-22740,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:mean,,,0.15684652218855,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:sum,,,337.53371574975,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:max,,,0.367236980057,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,collidedFrames:last,,,4782,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,channelUtilization:last,,,0.15466709847088,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,scalar,Aloha.server,receivedFrames:last,,,8422,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-7-20170627-20:42:17-22740,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:mean,,,0.15522729587769,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:sum,,,221.81980580922,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,collisionLength:max,,,0.417037289917,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,collidedFrames:last,,,3121,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,channelUtilization:last,,,0.13821726277041,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,scalar,Aloha.server,receivedFrames:last,,,7526,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-8-20170627-20:42:17-22740,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,collisionLength:mean,,,0.1560253214875,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,collisionLength:sum,,,232.78977965935,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,collisionLength:max,,,0.331081835753,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,collidedFrames:last,,,3270,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,channelUtilization:last,,,0.1357771349216,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,scalar,Aloha.server,receivedFrames:last,,,7393,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-9-20170627-20:42:18-22740,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:mean,,,0.15515364382063,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:sum,,,126.45021971381,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:max,,,0.326138065143,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,collidedFrames:last,,,1760,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,channelUtilization:last,,,0.10957097797323,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,scalar,Aloha.server,receivedFrames:last,,,5965,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-10-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:mean,,,0.15452863501568,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:sum,,,125.47725163274,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:max,,,0.340096118537,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,collidedFrames:last,,,1718,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,channelUtilization:last,,,0.10899168088439,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,scalar,Aloha.server,receivedFrames:last,,,5934,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-11-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:mean,,,0.15214236230929,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:sum,,,78.201174226974,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,collisionLength:max,,,0.272012587959,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,collidedFrames:last,,,1069,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,channelUtilization:last,,,0.09048477804873,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,scalar,Aloha.server,receivedFrames:last,,,4926,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-12-20170627-20:42:16-22741,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:mean,,,0.1547897641662,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:sum,,,72.751189158114,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:max,,,0.340677787871,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,collidedFrames:last,,,993,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,channelUtilization:last,,,0.088830370240052,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,scalar,Aloha.server,receivedFrames:last,,,4837,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-13-20170627-20:42:17-22741,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:mean,,,0.24563240116123,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:sum,,,3617.4283719014,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,collisionLength:max,,,1.467885771665,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,collidedFrames:last,,,68952,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,channelUtilization:last,,,0.088714751121526,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,scalar,Aloha.server,receivedFrames:last,,,4826,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-14-20170627-20:42:17-22741,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,collisionLength:mean,,,0.24462881071487,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,collisionLength:mean,title,"collision length, mean",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,collisionLength:sum,,,3612.9229054479,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,collisionLength:sum,title,"collision length, sum",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,collisionLength:max,,,1.430673615223,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,collisionLength:max,title,"collision length, max",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,collidedFrames:last,,,68813,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,collidedFrames:last,source,sum(collision),,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,collidedFrames:last,title,"collided frames, last",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,channelUtilization:last,,,0.090363402149376,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,channelUtilization:last,interpolationmode,linear,,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,channelUtilization:last,source,timeavg(receive),,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,channelUtilization:last,title,"channel utilization, last",,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,scalar,Aloha.server,receivedFrames:last,,,4919,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,receivedFrames:last,source,sum(receive),,,,,,,,,,,
PureAlohaExperiment-15-20170627-20:42:16-22742,attr,Aloha.server,receivedFrames:last,title,"received frames, last",,,,,,,,,,,
PureAlohaExperiment-16-20170627-20:42:18-22742,scalar,Aloha.server,duration,,,5400,,,,,,,,,,
